"ZCH1_SOLL";"ZCH2_SOLL";"ZCH3_SOLL";"GESAMT_SOLL";"ZCH1_IST";"ZCH2_IST";"ZCH3_IST";"GESAMT_IST";"ZFW";"ZFW_NEW";"MIN_REL";"SD_RELgrMIN";"ZFW_V3";"ZFW_V4";"ZFW_V5"
13;1;1;15;0;0;0;0;8,84632504202305;0;0;0;0;0;0
12;2;1;15;0;0;0;0;9,44741959094125;0;0;0;0;0;0
11;3;1;15;0;0;0;0;10,0401053545372;0;0;0;0;0;0
11;2;2;15;0;0;0;0;10,0401053545372;0;0;0;0;0;0
10;4;1;15;0;0;0;0;10,6234132519035;0;0;0;0;0;0
10;3;2;15;0;0;0;0;10,6234132519035;0;0;0;0;0;0
9;5;1;15;0;0;0;0;11,1961524227066;0;0;0;0;0;0
9;4;2;15;0;0;0;0;11,1961524227066;0;0;0;0;0;0
9;3;3;15;0;0;0;0;11,1961524227066;0;0;0;0;0;0
8;6;1;15;0;0;0;0;11,7568284600109;0;0;0;0;0;0
8;5;2;15;0;0;0;0;11,7568284600109;0;0;0;0;0;0
8;4;3;15;0;0;0;0;11,7568284600109;0;0;0;0;0;0
7;7;1;15;0;0;0;0;12,3035170706589;0;0;0;0;0;0
7;6;2;15;0;0;0;0;12,3035170706589;0;0;0;0;0;0
7;5;3;15;0;0;0;0;12,3035170706589;0;0;0;0;0;0
7;4;4;15;0;0;0;0;12,3035170706589;0;0;0;0;0;0
6;6;3;15;0;0;0;0;12,8336586254776;0;0;0;0;0;0
6;5;4;15;0;0;0;0;12,8336586254776;0;0;0;0;0;0
5;5;5;15;0;0;0;0;13,3437015248821;0;0;0;0;0;0
12;1;1;14;0;0;0;0;8,44741959094125;0;0;0;0;0;0
11;2;1;14;0;0;0;0;9,04010535453724;0;0;0;0;0;0
10;3;1;14;0;0;0;0;9,62341325190349;0;0;0;0;0;0
10;2;2;14;0;0;0;0;9,62341325190349;0;0;0;0;0;0
9;4;1;14;0;0;0;0;10,1961524227066;0;0;0;0;0;0
9;3;2;14;0;0;0;0;10,1961524227066;0;0;0;0;0;0
8;5;1;14;0;0;0;0;10,7568284600109;0;0;0;0;0;0
8;4;2;14;0;0;0;0;10,7568284600109;0;0;0;0;0;0
8;3;3;14;0;0;0;0;10,7568284600109;0;0;0;0;0;0
7;6;1;14;0;0;0;0;11,3035170706589;0;0;0;0;0;0
7;5;2;14;0;0;0;0;11,3035170706589;0;0;0;0;0;0
7;4;3;14;0;0;0;0;11,3035170706589;0;0;0;0;0;0
6;6;2;14;0;0;0;0;11,8336586254776;0;0;0;0;0;0
6;5;3;14;0;0;0;0;11,8336586254776;0;0;0;0;0;0
6;4;4;14;0;0;0;0;11,8336586254776;0;0;0;0;0;0
5;5;4;14;0;0;0;0;12,3437015248821;0;0;0;0;0;0
11;1;1;13;0;0;0;0;8,04010535453724;0;0;0;0;0;0
10;2;1;13;0;0;0;0;8,62341325190349;0;0;0;0;0;0
9;3;1;13;0;0;0;0;9,19615242270663;0;0;0;0;0;0
9;2;2;13;0;0;0;0;9,19615242270663;0;0;0;0;0;0
8;4;1;13;0;0;0;0;9,75682846001088;0;0;0;0;0;0
8;3;2;13;0;0;0;0;9,75682846001088;0;0;0;0;0;0
7;5;1;13;0;0;0;0;10,3035170706589;0;0;0;0;0;0
7;4;2;13;0;0;0;0;10,3035170706589;0;0;0;0;0;0
7;3;3;13;0;0;0;0;10,3035170706589;0;0;0;0;0;0
6;6;1;13;0;0;0;0;10,8336586254776;0;0;0;0;0;0
6;5;2;13;0;0;0;0;10,8336586254776;0;0;0;0;0;0
6;4;3;13;0;0;0;0;10,8336586254776;0;0;0;0;0;0
5;5;3;13;0;0;0;0;11,3437015248821;0;0;0;0;0;0
5;4;4;13;0;0;0;0;11,3437015248821;0;0;0;0;0;0
10;1;1;12;0;0;0;0;7,62341325190349;0;0;0;0;0;0
9;2;1;12;0;0;0;0;8,19615242270663;0;0;0;0;0;0
8;3;1;12;0;0;0;0;8,75682846001088;0;0;0;0;0;0
8;2;2;12;0;0;0;0;8,75682846001088;0;0;0;0;0;0
7;4;1;12;0;0;0;0;9,30351707065885;0;0;0;0;0;0
7;3;2;12;0;0;0;0;9,30351707065885;0;0;0;0;0;0
6;5;1;12;0;0;0;0;9,83365862547764;0;0;0;0;0;0
6;4;2;12;0;0;0;0;9,83365862547764;0;0;0;0;0;0
6;3;3;12;0;0;0;0;9,83365862547764;0;0;0;0;0;0
5;5;2;12;0;0;0;0;10,3437015248821;0;0;0;0;0;0
5;4;3;12;0;0;0;0;10,3437015248821;0;0;0;0;0;0
4;4;4;12;0;0;0;0;10,8284271247462;0;0;0;0;0;0
9;1;1;11;0;0;0;0;7,19615242270663;0;0;0;0;0;0
8;2;1;11;0;0;0;0;7,75682846001088;0;0;0;0;0;0
7;3;1;11;0;0;0;0;8,30351707065885;0;0;0;0;0;0
7;2;2;11;0;0;0;0;8,30351707065885;0;0;0;0;0;0
6;4;1;11;0;0;0;0;8,83365862547764;0;0;0;0;0;0
6;3;2;11;0;0;0;0;8,83365862547764;0;0;0;0;0;0
5;5;1;11;0;0;0;0;9,34370152488211;0;0;0;0;0;0
5;4;2;11;0;0;0;0;9,34370152488211;0;0;0;0;0;0
5;3;3;11;0;0;0;0;9,34370152488211;0;0;0;0;0;0
4;4;3;11;0;0;0;0;9,82842712474619;0;0;0;0;0;0
8;1;1;10;0;0;0;0;6,75682846001088;0;0;0;0;0;0
7;2;1;10;0;0;0;0;7,30351707065885;0;0;0;0;0;0
6;3;1;10;0;0;0;0;7,83365862547763;0;0;0;0;0;0
6;2;2;10;0;0;0;0;7,83365862547763;0;0;0;0;0;0
5;4;1;10;0;0;0;0;8,34370152488211;0;0;0;0;0;0
5;3;2;10;0;0;0;0;8,34370152488211;0;0;0;0;0;0
4;4;2;10;0;0;0;0;8,82842712474619;0;0;0;0;0;0
4;3;3;10;0;0;0;0;8,82842712474619;0;0;0;0;0;0
7;1;1;9;0;0;0;0;6,30351707065885;0;0;0;0;0;0
6;2;1;9;0;0;0;0;6,83365862547763;0;0;0;0;0;0
5;3;1;9;0;0;0;0;7,34370152488211;0;0;0;0;0;0
5;2;2;9;0;0;0;0;7,34370152488211;0;0;0;0;0;0
4;4;1;9;0;0;0;0;7,82842712474619;0;0;0;0;0;0
4;3;2;9;0;0;0;0;7,82842712474619;0;0;0;0;0;0
3;3;3;9;0;0;0;0;8,27950705695478;0;0;0;0;0;0
13;1;1;15;0;0;1;1;7,84632504202305;1;0;1;99;1;98,8
12;2;1;15;0;0;1;1;8,44741959094125;1;0;1;99;1;98,8
11;3;1;15;0;0;1;1;9,04010535453724;1;0;1;99;1;98,8
11;2;2;15;0;0;1;1;8,54010535453724;1;0;0,5;99,5;1,5;99,4
10;4;1;15;0;0;1;1;9,62341325190349;1;0;1;99;1;98,8
10;3;2;15;0;0;1;1;9,12341325190349;1;0;0,5;99,5;1,5;99,4
9;5;1;15;0;0;1;1;10,1961524227066;1;0;1;99;1;98,8
9;4;2;15;0;0;1;1;9,69615242270663;1;0;0,5;99,5;1,5;99,4
9;3;3;15;0;0;1;1;9,52948575603997;1;0;0,333;99,667;1,667;99,6004
8;6;1;15;0;0;1;1;10,7568284600109;1;0;1;99;1;98,8
8;5;2;15;0;0;1;1;10,2568284600109;1;0;0,5;99,5;1,5;99,4
8;4;3;15;0;0;1;1;10,0901617933442;1;0;0,333;99,667;1,667;99,6004
7;7;1;15;0;0;1;1;11,3035170706589;1;0;1;99;1;98,8
7;6;2;15;0;0;1;1;10,8035170706589;1;0;0,5;99,5;1,5;99,4
7;5;3;15;0;0;1;1;10,6368504039922;1;0;0,333;99,667;1,667;99,6004
7;4;4;15;0;0;1;1;10,5535170706589;1;0;0,25;99,75;1,75;99,7
6;6;3;15;0;0;1;1;11,166991958811;1;0;0,333;99,667;1,667;99,6004
6;5;4;15;0;0;1;1;11,0836586254776;1;0;0,25;99,75;1,75;99,7
5;5;5;15;0;0;1;1;11,5437015248821;1;0;0,2;99,8;1,8;99,76
12;1;1;14;0;0;1;1;7,44741959094125;1;0;1;99;1;98,8
11;2;1;14;0;0;1;1;8,04010535453724;1;0;1;99;1;98,8
10;3;1;14;0;0;1;1;8,62341325190349;1;0;1;99;1;98,8
10;2;2;14;0;0;1;1;8,12341325190349;1;0;0,5;99,5;1,5;99,4
9;4;1;14;0;0;1;1;9,19615242270663;1;0;1;99;1;98,8
9;3;2;14;0;0;1;1;8,69615242270663;1;0;0,5;99,5;1,5;99,4
8;5;1;14;0;0;1;1;9,75682846001088;1;0;1;99;1;98,8
8;4;2;14;0;0;1;1;9,25682846001088;1;0;0,5;99,5;1,5;99,4
8;3;3;14;0;0;1;1;9,09016179334422;1;0;0,333;99,667;1,667;99,6004
7;6;1;14;0;0;1;1;10,3035170706589;1;0;1;99;1;98,8
7;5;2;14;0;0;1;1;9,80351707065885;1;0;0,5;99,5;1,5;99,4
7;4;3;14;0;0;1;1;9,63685040399218;1;0;0,333;99,667;1,667;99,6004
6;6;2;14;0;0;1;1;10,3336586254776;1;0;0,5;99,5;1,5;99,4
6;5;3;14;0;0;1;1;10,166991958811;1;0;0,333;99,667;1,667;99,6004
6;4;4;14;0;0;1;1;10,0836586254776;1;0;0,25;99,75;1,75;99,7
5;5;4;14;0;0;1;1;10,5937015248821;1;0;0,25;99,75;1,75;99,7
11;1;1;13;0;0;1;1;7,04010535453724;1;0;1;99;1;98,8
10;2;1;13;0;0;1;1;7,62341325190349;1;0;1;99;1;98,8
9;3;1;13;0;0;1;1;8,19615242270663;1;0;1;99;1;98,8
9;2;2;13;0;0;1;1;7,69615242270663;1;0;0,5;99,5;1,5;99,4
8;4;1;13;0;0;1;1;8,75682846001088;1;0;1;99;1;98,8
8;3;2;13;0;0;1;1;8,25682846001088;1;0;0,5;99,5;1,5;99,4
7;5;1;13;0;0;1;1;9,30351707065885;1;0;1;99;1;98,8
7;4;2;13;0;0;1;1;8,80351707065885;1;0;0,5;99,5;1,5;99,4
7;3;3;13;0;0;1;1;8,63685040399218;1;0;0,333;99,667;1,667;99,6004
6;6;1;13;0;0;1;1;9,83365862547764;1;0;1;99;1;98,8
6;5;2;13;0;0;1;1;9,33365862547764;1;0;0,5;99,5;1,5;99,4
6;4;3;13;0;0;1;1;9,16699195881097;1;0;0,333;99,667;1,667;99,6004
5;5;3;13;0;0;1;1;9,67703485821544;1;0;0,333;99,667;1,667;99,6004
5;4;4;13;0;0;1;1;9,59370152488211;1;0;0,25;99,75;1,75;99,7
10;1;1;12;0;0;1;1;6,62341325190349;1;0;1;99;1;98,8
9;2;1;12;0;0;1;1;7,19615242270663;1;0;1;99;1;98,8
8;3;1;12;0;0;1;1;7,75682846001088;1;0;1;99;1;98,8
8;2;2;12;0;0;1;1;7,25682846001088;1;0;0,5;99,5;1,5;99,4
7;4;1;12;0;0;1;1;8,30351707065885;1;0;1;99;1;98,8
7;3;2;12;0;0;1;1;7,80351707065885;1;0;0,5;99,5;1,5;99,4
6;5;1;12;0;0;1;1;8,83365862547764;1;0;1;99;1;98,8
6;4;2;12;0;0;1;1;8,33365862547764;1;0;0,5;99,5;1,5;99,4
6;3;3;12;0;0;1;1;8,16699195881097;1;0;0,333;99,667;1,667;99,6004
5;5;2;12;0;0;1;1;8,84370152488211;1;0;0,5;99,5;1,5;99,4
5;4;3;12;0;0;1;1;8,67703485821544;1;0;0,333;99,667;1,667;99,6004
4;4;4;12;0;0;1;1;9,07842712474619;1;0;0,25;99,75;1,75;99,7
9;1;1;11;0;0;1;1;6,19615242270663;1;0;1;99;1;98,8
8;2;1;11;0;0;1;1;6,75682846001088;1;0;1;99;1;98,8
7;3;1;11;0;0;1;1;7,30351707065885;1;0;1;99;1;98,8
7;2;2;11;0;0;1;1;6,80351707065885;1;0;0,5;99,5;1,5;99,4
6;4;1;11;0;0;1;1;7,83365862547763;1;0;1;99;1;98,8
6;3;2;11;0;0;1;1;7,33365862547763;1;0;0,5;99,5;1,5;99,4
5;5;1;11;0;0;1;1;8,34370152488211;1;0;1;99;1;98,8
5;4;2;11;0;0;1;1;7,84370152488211;1;0;0,5;99,5;1,5;99,4
5;3;3;11;0;0;1;1;7,67703485821544;1;0;0,333;99,667;1,667;99,6004
4;4;3;11;0;0;1;1;8,16176045807952;1;0;0,333;99,667;1,667;99,6004
8;1;1;10;0;0;1;1;5,75682846001088;1;0;1;99;1;98,8
7;2;1;10;0;0;1;1;6,30351707065885;1;0;1;99;1;98,8
6;3;1;10;0;0;1;1;6,83365862547763;1;0;1;99;1;98,8
6;2;2;10;0;0;1;1;6,33365862547763;1;0;0,5;99,5;1,5;99,4
5;4;1;10;0;0;1;1;7,34370152488211;1;0;1;99;1;98,8
5;3;2;10;0;0;1;1;6,84370152488211;1;0;0,5;99,5;1,5;99,4
4;4;2;10;0;0;1;1;7,32842712474619;1;0;0,5;99,5;1,5;99,4
4;3;3;10;0;0;1;1;7,16176045807952;1;0;0,333;99,667;1,667;99,6004
7;1;1;9;0;0;1;1;5,30351707065885;1;0;1;99;1;98,8
6;2;1;9;0;0;1;1;5,83365862547763;1;0;1;99;1;98,8
5;3;1;9;0;0;1;1;6,34370152488211;1;0;1;99;1;98,8
5;2;2;9;0;0;1;1;5,84370152488211;1;0;0,5;99,5;1,5;99,4
4;4;1;9;0;0;1;1;6,82842712474619;1;0;1;99;1;98,8
4;3;2;9;0;0;1;1;6,32842712474619;1;0;0,5;99,5;1,5;99,4
3;3;3;9;0;0;1;1;6,61284039028811;1;0;0,333;99,667;1,667;99,6004
13;1;1;15;0;1;0;1;7,84632504202305;1;0;1;99;1;98,8
12;2;1;15;0;1;0;1;7,94741959094125;1;0;0,5;99,5;1,5;99,4
11;3;1;15;0;1;0;1;8,37343868787057;1;0;0,333;99,667;1,667;99,6004
11;2;2;15;0;1;0;1;8,54010535453724;1;0;0,5;99,5;1,5;99,4
10;4;1;15;0;1;0;1;8,87341325190349;1;0;0,25;99,75;1,75;99,7
10;3;2;15;0;1;0;1;8,95674658523683;1;0;0,333;99,667;1,667;99,6004
9;5;1;15;0;1;0;1;9,39615242270663;1;0;0,2;99,8;1,8;99,76
9;4;2;15;0;1;0;1;9,44615242270663;1;0;0,25;99,75;1,75;99,7
9;3;3;15;0;1;0;1;9,52948575603997;1;0;0,333;99,667;1,667;99,6004
8;6;1;15;0;1;0;1;9,92349512667755;1;0;0,167;99,833;1,833;99,7996
8;5;2;15;0;1;0;1;9,95682846001088;1;0;0,2;99,8;1,8;99,76
8;4;3;15;0;1;0;1;10,0068284600109;1;0;0,25;99,75;1,75;99,7
7;7;1;15;0;1;0;1;10,446374213516;1;0;0,143;99,857;1,857;99,8284
7;6;2;15;0;1;0;1;10,4701837373255;1;0;0,167;99,833;1,833;99,7996
7;5;3;15;0;1;0;1;10,5035170706589;1;0;0,2;99,8;1,8;99,76
7;4;4;15;0;1;0;1;10,5535170706589;1;0;0,25;99,75;1,75;99,7
6;6;3;15;0;1;0;1;11,0003252921443;1;0;0,167;99,833;1,833;99,7996
6;5;4;15;0;1;0;1;11,0336586254776;1;0;0,2;99,8;1,8;99,76
5;5;5;15;0;1;0;1;11,5437015248821;1;0;0,2;99,8;1,8;99,76
12;1;1;14;0;1;0;1;7,44741959094125;1;0;1;99;1;98,8
11;2;1;14;0;1;0;1;7,54010535453724;1;0;0,5;99,5;1,5;99,4
10;3;1;14;0;1;0;1;7,95674658523683;1;0;0,333;99,667;1,667;99,6004
10;2;2;14;0;1;0;1;8,12341325190349;1;0;0,5;99,5;1,5;99,4
9;4;1;14;0;1;0;1;8,44615242270663;1;0;0,25;99,75;1,75;99,7
9;3;2;14;0;1;0;1;8,52948575603997;1;0;0,333;99,667;1,667;99,6004
8;5;1;14;0;1;0;1;8,95682846001088;1;0;0,2;99,8;1,8;99,76
8;4;2;14;0;1;0;1;9,00682846001088;1;0;0,25;99,75;1,75;99,7
8;3;3;14;0;1;0;1;9,09016179334422;1;0;0,333;99,667;1,667;99,6004
7;6;1;14;0;1;0;1;9,47018373732552;1;0;0,167;99,833;1,833;99,7996
7;5;2;14;0;1;0;1;9,50351707065885;1;0;0,2;99,8;1,8;99,76
7;4;3;14;0;1;0;1;9,55351707065885;1;0;0,25;99,75;1,75;99,7
6;6;2;14;0;1;0;1;10,0003252921443;1;0;0,167;99,833;1,833;99,7996
6;5;3;14;0;1;0;1;10,0336586254776;1;0;0,2;99,8;1,8;99,76
6;4;4;14;0;1;0;1;10,0836586254776;1;0;0,25;99,75;1,75;99,7
5;5;4;14;0;1;0;1;10,5437015248821;1;0;0,2;99,8;1,8;99,76
11;1;1;13;0;1;0;1;7,04010535453724;1;0;1;99;1;98,8
10;2;1;13;0;1;0;1;7,12341325190349;1;0;0,5;99,5;1,5;99,4
9;3;1;13;0;1;0;1;7,52948575603997;1;0;0,333;99,667;1,667;99,6004
9;2;2;13;0;1;0;1;7,69615242270663;1;0;0,5;99,5;1,5;99,4
8;4;1;13;0;1;0;1;8,00682846001088;1;0;0,25;99,75;1,75;99,7
8;3;2;13;0;1;0;1;8,09016179334422;1;0;0,333;99,667;1,667;99,6004
7;5;1;13;0;1;0;1;8,50351707065885;1;0;0,2;99,8;1,8;99,76
7;4;2;13;0;1;0;1;8,55351707065885;1;0;0,25;99,75;1,75;99,7
7;3;3;13;0;1;0;1;8,63685040399218;1;0;0,333;99,667;1,667;99,6004
6;6;1;13;0;1;0;1;9,0003252921443;1;0;0,167;99,833;1,833;99,7996
6;5;2;13;0;1;0;1;9,03365862547763;1;0;0,2;99,8;1,8;99,76
6;4;3;13;0;1;0;1;9,08365862547764;1;0;0,25;99,75;1,75;99,7
5;5;3;13;0;1;0;1;9,54370152488211;1;0;0,2;99,8;1,8;99,76
5;4;4;13;0;1;0;1;9,59370152488211;1;0;0,25;99,75;1,75;99,7
10;1;1;12;0;1;0;1;6,62341325190349;1;0;1;99;1;98,8
9;2;1;12;0;1;0;1;6,69615242270663;1;0;0,5;99,5;1,5;99,4
8;3;1;12;0;1;0;1;7,09016179334422;1;0;0,333;99,667;1,667;99,6004
8;2;2;12;0;1;0;1;7,25682846001088;1;0;0,5;99,5;1,5;99,4
7;4;1;12;0;1;0;1;7,55351707065885;1;0;0,25;99,75;1,75;99,7
7;3;2;12;0;1;0;1;7,63685040399218;1;0;0,333;99,667;1,667;99,6004
6;5;1;12;0;1;0;1;8,03365862547763;1;0;0,2;99,8;1,8;99,76
6;4;2;12;0;1;0;1;8,08365862547764;1;0;0,25;99,75;1,75;99,7
6;3;3;12;0;1;0;1;8,16699195881097;1;0;0,333;99,667;1,667;99,6004
5;5;2;12;0;1;0;1;8,54370152488211;1;0;0,2;99,8;1,8;99,76
5;4;3;12;0;1;0;1;8,59370152488211;1;0;0,25;99,75;1,75;99,7
4;4;4;12;0;1;0;1;9,07842712474619;1;0;0,25;99,75;1,75;99,7
9;1;1;11;0;1;0;1;6,19615242270663;1;0;1;99;1;98,8
8;2;1;11;0;1;0;1;6,25682846001088;1;0;0,5;99,5;1,5;99,4
7;3;1;11;0;1;0;1;6,63685040399218;1;0;0,333;99,667;1,667;99,6004
7;2;2;11;0;1;0;1;6,80351707065885;1;0;0,5;99,5;1,5;99,4
6;4;1;11;0;1;0;1;7,08365862547763;1;0;0,25;99,75;1,75;99,7
6;3;2;11;0;1;0;1;7,16699195881097;1;0;0,333;99,667;1,667;99,6004
5;5;1;11;0;1;0;1;7,54370152488211;1;0;0,2;99,8;1,8;99,76
5;4;2;11;0;1;0;1;7,59370152488211;1;0;0,25;99,75;1,75;99,7
5;3;3;11;0;1;0;1;7,67703485821544;1;0;0,333;99,667;1,667;99,6004
4;4;3;11;0;1;0;1;8,07842712474619;1;0;0,25;99,75;1,75;99,7
8;1;1;10;0;1;0;1;5,75682846001088;1;0;1;99;1;98,8
7;2;1;10;0;1;0;1;5,80351707065885;1;0;0,5;99,5;1,5;99,4
6;3;1;10;0;1;0;1;6,16699195881097;1;0;0,333;99,667;1,667;99,6004
6;2;2;10;0;1;0;1;6,33365862547763;1;0;0,5;99,5;1,5;99,4
5;4;1;10;0;1;0;1;6,59370152488211;1;0;0,25;99,75;1,75;99,7
5;3;2;10;0;1;0;1;6,67703485821544;1;0;0,333;99,667;1,667;99,6004
4;4;2;10;0;1;0;1;7,07842712474619;1;0;0,25;99,75;1,75;99,7
4;3;3;10;0;1;0;1;7,16176045807952;1;0;0,333;99,667;1,667;99,6004
7;1;1;9;0;1;0;1;5,30351707065885;1;0;1;99;1;98,8
6;2;1;9;0;1;0;1;5,33365862547763;1;0;0,5;99,5;1,5;99,4
5;3;1;9;0;1;0;1;5,67703485821544;1;0;0,333;99,667;1,667;99,6004
5;2;2;9;0;1;0;1;5,84370152488211;1;0;0,5;99,5;1,5;99,4
4;4;1;9;0;1;0;1;6,07842712474619;1;0;0,25;99,75;1,75;99,7
4;3;2;9;0;1;0;1;6,16176045807952;1;0;0,333;99,667;1,667;99,6004
3;3;3;9;0;1;0;1;6,61284039028811;1;0;0,333;99,667;1,667;99,6004
13;1;1;15;1;0;0;1;7,83355506539242;1;0;0,077;99,923;1,923;99,9076
12;2;1;15;1;0;0;1;8,41762340627702;1;0;0,083;99,917;1,917;99,9004
11;3;1;15;1;0;0;1;8,99182260705557;1;0;0,091;99,909;1,909;99,8908
11;2;2;15;1;0;0;1;8,99182260705557;1;0;0,091;99,909;1,909;99,8908
10;4;1;15;1;0;0;1;9,55496473404183;1;0;0,1;99,9;1,9;99,88
10;3;2;15;1;0;0;1;9,55496473404183;1;0;0,1;99,9;1,9;99,88
9;5;1;15;1;0;0;1;10,1056019142373;1;0;0,111;99,889;1,889;99,8668
9;4;2;15;1;0;0;1;10,1056019142373;1;0;0,111;99,889;1,889;99,8668
9;3;3;15;1;0;0;1;10,1056019142373;1;0;0,111;99,889;1,889;99,8668
8;6;1;15;1;0;0;1;10,6419467896958;1;0;0,125;99,875;1,875;99,85
8;5;2;15;1;0;0;1;10,6419467896958;1;0;0,125;99,875;1,875;99,85
8;4;3;15;1;0;0;1;10,6419467896958;1;0;0,125;99,875;1,875;99,85
7;7;1;15;1;0;0;1;11,1617676437494;1;0;0,143;99,857;1,857;99,8284
7;6;2;15;1;0;0;1;11,1617676437494;1;0;0,143;99,857;1,857;99,8284
7;5;3;15;1;0;0;1;11,1617676437494;1;0;0,143;99,857;1,857;99,8284
7;4;4;15;1;0;0;1;11,1617676437494;1;0;0,143;99,857;1,857;99,8284
6;6;3;15;1;0;0;1;11,6622629343595;1;0;0,167;99,833;1,833;99,7996
6;5;4;15;1;0;0;1;11,6622629343595;1;0;0,167;99,833;1,833;99,7996
5;5;5;15;1;0;0;1;12,1399689759246;1;0;0,2;99,8;1,8;99,76
12;1;1;14;1;0;0;1;7,41762340627702;1;0;0,083;99,917;1,917;99,9004
11;2;1;14;1;0;0;1;7,99182260705557;1;0;0,091;99,909;1,909;99,8908
10;3;1;14;1;0;0;1;8,55496473404183;1;0;0,1;99,9;1,9;99,88
10;2;2;14;1;0;0;1;8,55496473404183;1;0;0,1;99,9;1,9;99,88
9;4;1;14;1;0;0;1;9,10560191423734;1;0;0,111;99,889;1,889;99,8668
9;3;2;14;1;0;0;1;9,10560191423734;1;0;0,111;99,889;1,889;99,8668
8;5;1;14;1;0;0;1;9,64194678969583;1;0;0,125;99,875;1,875;99,85
8;4;2;14;1;0;0;1;9,64194678969583;1;0;0,125;99,875;1,875;99,85
8;3;3;14;1;0;0;1;9,64194678969583;1;0;0,125;99,875;1,875;99,85
7;6;1;14;1;0;0;1;10,1617676437494;1;0;0,143;99,857;1,857;99,8284
7;5;2;14;1;0;0;1;10,1617676437494;1;0;0,143;99,857;1,857;99,8284
7;4;3;14;1;0;0;1;10,1617676437494;1;0;0,143;99,857;1,857;99,8284
6;6;2;14;1;0;0;1;10,6622629343595;1;0;0,167;99,833;1,833;99,7996
6;5;3;14;1;0;0;1;10,6622629343595;1;0;0,167;99,833;1,833;99,7996
6;4;4;14;1;0;0;1;10,6622629343595;1;0;0,167;99,833;1,833;99,7996
5;5;4;14;1;0;0;1;11,1399689759246;1;0;0,2;99,8;1,8;99,76
11;1;1;13;1;0;0;1;6,99182260705557;1;0;0,091;99,909;1,909;99,8908
10;2;1;13;1;0;0;1;7,55496473404183;1;0;0,1;99,9;1,9;99,88
9;3;1;13;1;0;0;1;8,10560191423734;1;0;0,111;99,889;1,889;99,8668
9;2;2;13;1;0;0;1;8,10560191423734;1;0;0,111;99,889;1,889;99,8668
8;4;1;13;1;0;0;1;8,64194678969583;1;0;0,125;99,875;1,875;99,85
8;3;2;13;1;0;0;1;8,64194678969583;1;0;0,125;99,875;1,875;99,85
7;5;1;13;1;0;0;1;9,16176764374936;1;0;0,143;99,857;1,857;99,8284
7;4;2;13;1;0;0;1;9,16176764374936;1;0;0,143;99,857;1,857;99,8284
7;3;3;13;1;0;0;1;9,16176764374936;1;0;0,143;99,857;1,857;99,8284
6;6;1;13;1;0;0;1;9,66226293435947;1;0;0,167;99,833;1,833;99,7996
6;5;2;13;1;0;0;1;9,66226293435947;1;0;0,167;99,833;1,833;99,7996
6;4;3;13;1;0;0;1;9,66226293435947;1;0;0,167;99,833;1,833;99,7996
5;5;3;13;1;0;0;1;10,1399689759246;1;0;0,2;99,8;1,8;99,76
5;4;4;13;1;0;0;1;10,1399689759246;1;0;0,2;99,8;1,8;99,76
10;1;1;12;1;0;0;1;6,55496473404183;1;0;0,1;99,9;1,9;99,88
9;2;1;12;1;0;0;1;7,10560191423734;1;0;0,111;99,889;1,889;99,8668
8;3;1;12;1;0;0;1;7,64194678969583;1;0;0,125;99,875;1,875;99,85
8;2;2;12;1;0;0;1;7,64194678969583;1;0;0,125;99,875;1,875;99,85
7;4;1;12;1;0;0;1;8,16176764374936;1;0;0,143;99,857;1,857;99,8284
7;3;2;12;1;0;0;1;8,16176764374936;1;0;0,143;99,857;1,857;99,8284
6;5;1;12;1;0;0;1;8,66226293435947;1;0;0,167;99,833;1,833;99,7996
6;4;2;12;1;0;0;1;8,66226293435947;1;0;0,167;99,833;1,833;99,7996
6;3;3;12;1;0;0;1;8,66226293435947;1;0;0,167;99,833;1,833;99,7996
5;5;2;12;1;0;0;1;9,13996897592455;1;0;0,2;99,8;1,8;99,76
5;4;3;12;1;0;0;1;9,13996897592455;1;0;0,2;99,8;1,8;99,76
4;4;4;12;1;0;0;1;9,59099025766973;1;0;0,25;99,75;1,75;99,7
9;1;1;11;1;0;0;1;6,10560191423734;1;0;0,111;99,889;1,889;99,8668
8;2;1;11;1;0;0;1;6,64194678969583;1;0;0,125;99,875;1,875;99,85
7;3;1;11;1;0;0;1;7,16176764374936;1;0;0,143;99,857;1,857;99,8284
7;2;2;11;1;0;0;1;7,16176764374936;1;0;0,143;99,857;1,857;99,8284
6;4;1;11;1;0;0;1;7,66226293435947;1;0;0,167;99,833;1,833;99,7996
6;3;2;11;1;0;0;1;7,66226293435947;1;0;0,167;99,833;1,833;99,7996
5;5;1;11;1;0;0;1;8,13996897592455;1;0;0,2;99,8;1,8;99,76
5;4;2;11;1;0;0;1;8,13996897592455;1;0;0,2;99,8;1,8;99,76
5;3;3;11;1;0;0;1;8,13996897592455;1;0;0,2;99,8;1,8;99,76
4;4;3;11;1;0;0;1;8,59099025766973;1;0;0,25;99,75;1,75;99,7
8;1;1;10;1;0;0;1;5,64194678969583;1;0;0,125;99,875;1,875;99,85
7;2;1;10;1;0;0;1;6,16176764374936;1;0;0,143;99,857;1,857;99,8284
6;3;1;10;1;0;0;1;6,66226293435947;1;0;0,167;99,833;1,833;99,7996
6;2;2;10;1;0;0;1;6,66226293435947;1;0;0,167;99,833;1,833;99,7996
5;4;1;10;1;0;0;1;7,13996897592455;1;0;0,2;99,8;1,8;99,76
